PeriodStart,PeriodEnd,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2018-07-02 15:00:00+00:00,2018-07-02T16:00:00Z,PT60M,23.4,0.12,10,2.2,12.4,122,818,590,712,880,724,18.2,49.9,916.4,324,1.1,44
2018-07-02 16:00:00+00:00,2018-07-02T17:00:00Z,PT60M,23.7,0.12,28,10.8,11.8,225,547,362,588,709,651,18.3,47.2,915.7,320,1.2,49
2018-07-02 17:00:00+00:00,2018-07-02T18:00:00Z,PT60M,24.0,0.12,42,13.7,11.2,215,439,241,456,552,592,18.4,44.7,915.0,317,1.2,57
2018-07-02 18:00:00+00:00,2018-07-02T19:00:00Z,PT60M,23.8,0.12,53,44.2,10.9,129,170,64,194,228,282,18.4,44.5,914.8,322,1.2,67
2018-07-02 19:00:00+00:00,2018-07-02T20:00:00Z,PT60M,23.1,0.12,60,16.3,11.0,64,277,65,129,179,210,18.4,46.5,914.9,337,1.1,79
2018-07-02 20:00:00+00:00,2018-07-02T21:00:00Z,PT60M,22.4,0.12,66,0.4,11.1,6,42,4,10,16,5,18.4,48.6,915.0,353,1.2,91
2018-07-02 21:00:00+00:00,2018-07-02T22:00:00Z,PT60M,21.5,0.12,70,0.0,11.5,0,0,0,0,0,0,18.4,52.8,915.3,360,1.3,105
2018-07-02 22:00:00+00:00,2018-07-02T23:00:00Z,PT60M,20.4,0.12,74,0.0,12.2,0,0,0,0,0,0,18.4,59.4,915.7,0,1.4,118
2018-07-02 23:00:00+00:00,2018-07-03T00:00:00Z,PT60M,19.3,0.12,76,0.0,12.9,0,0,0,0,0,0,18.4,66.8,916.0,360,1.5,132
2018-07-03 00:00:00+00:00,2018-07-03T01:00:00Z,PT60M,18.4,0.12,78,0.0,13.2,0,0,0,0,0,0,18.3,71.4,916.3,357,1.6,145
2018-07-03 01:00:00+00:00,2018-07-03T02:00:00Z,PT60M,17.9,0.12,77,0.0,12.9,0,0,0,0,0,0,18.0,72.6,916.4,350,1.5,159
2018-07-03 02:00:00+00:00,2018-07-03T03:00:00Z,PT60M,17.4,0.12,55,0.0,12.7,0,0,0,0,0,0,17.8,73.8,916.4,344,1.5,172
2018-07-03 03:00:00+00:00,2018-07-03T04:00:00Z,PT60M,17.0,0.12,-57,0.0,12.6,0,0,0,0,0,0,17.6,75.2,916.3,339,1.5,172
2018-07-03 04:00:00+00:00,2018-07-03T05:00:00Z,PT60M,16.7,0.12,-77,0.0,12.7,0,0,0,0,0,0,17.3,76.8,916.0,336,1.5,159
2018-07-03 05:00:00+00:00,2018-07-03T06:00:00Z,PT60M,16.4,0.12,-78,0.0,12.7,0,0,0,0,0,0,17.0,78.4,915.7,333,1.5,145
2018-07-03 06:00:00+00:00,2018-07-03T07:00:00Z,PT60M,16.2,0.12,-76,0.0,12.7,0,0,0,0,0,0,16.8,79.6,915.6,334,1.4,131
2018-07-03 07:00:00+00:00,2018-07-03T08:00:00Z,PT60M,16.1,0.12,-74,0.0,12.7,0,0,0,0,0,0,16.5,80.3,915.6,340,1.3,117
2018-07-03 08:00:00+00:00,2018-07-03T09:00:00Z,PT60M,16.0,0.12,-70,0.0,12.7,0,0,0,0,0,0,16.3,80.9,915.6,347,1.2,104
2018-07-03 09:00:00+00:00,2018-07-03T10:00:00Z,PT60M,16.4,0.12,-66,0.5,12.8,7,53,5,12,20,6,16.1,79.3,916.0,347,1.2,91
2018-07-03 10:00:00+00:00,2018-07-03T11:00:00Z,PT60M,17.3,0.12,-60,9.2,12.9,62,365,86,148,213,253,15.9,75.6,916.7,338,1.1,78
2018-07-03 11:00:00+00:00,2018-07-03T12:00:00Z,PT60M,18.2,0.12,-52,0.0,13.0,67,744,295,362,498,712,15.8,72.0,917.4,328,1.0,67
2018-07-03 12:00:00+00:00,2018-07-03T13:00:00Z,PT60M,19.7,0.12,-42,0.0,12.5,81,828,458,539,698,753,15.9,63.4,917.6,310,0.8,56
2018-07-03 13:00:00+00:00,2018-07-03T14:00:00Z,PT60M,21.7,0.12,-28,0.0,11.4,90,867,577,666,838,751,16.4,51.9,917.3,259,0.6,48
2018-07-03 14:00:00+00:00,2018-07-03T15:00:00Z,PT60M,23.8,0.12,-10,2.4,10.3,130,810,584,714,881,726,16.9,42.5,917.0,216,0.9,44
2018-07-03 15:00:00+00:00,2018-07-03T16:00:00Z,PT60M,24.9,0.12,10,12.4,9.7,242,550,399,640,757,647,17.5,38.1,916.6,196,1.2,44
2018-07-03 16:00:00+00:00,2018-07-03T17:00:00Z,PT60M,25.1,0.12,28,18.8,9.5,213,487,327,540,641,585,18.2,37.4,916.0,180,1.4,49
2018-07-03 17:00:00+00:00,2018-07-03T18:00:00Z,PT60M,25.3,0.12,42,22.0,9.5,263,274,148,411,468,500,18.9,36.7,915.5,169,1.7,57
2018-07-03 18:00:00+00:00,2018-07-03T19:00:00Z,PT60M,24.7,0.12,53,9.4,9.8,135,470,180,315,408,564,19.4,38.9,915.2,156,1.9,67
2018-07-03 19:00:00+00:00,2018-07-03T20:00:00Z,PT60M,23.2,0.12,60,6.2,10.5,66,345,70,137,201,204,19.8,44.4,915.3,140,2.0,79
2018-07-03 20:00:00+00:00,2018-07-03T21:00:00Z,PT60M,21.8,0.12,66,0.0,11.2,6,43,4,10,17,5,20.1,50.8,915.4,127,2.2,91
2018-07-03 21:00:00+00:00,2018-07-03T22:00:00Z,PT60M,20.8,0.12,70,0.0,11.7,0,0,0,0,0,0,20.2,55.7,915.6,121,2.3,104
2018-07-03 22:00:00+00:00,2018-07-03T23:00:00Z,PT60M,20.3,0.12,74,0.0,12.0,0,0,0,0,0,0,20.0,58.7,915.9,122,2.4,118
2018-07-03 23:00:00+00:00,2018-07-04T00:00:00Z,PT60M,19.8,0.12,76,0.0,12.3,0,0,0,0,0,0,19.8,61.9,916.2,123,2.4,132
2018-07-04 00:00:00+00:00,2018-07-04T01:00:00Z,PT60M,19.0,0.12,78,0.0,12.3,0,0,0,0,0,0,19.6,65.0,916.4,124,2.3,145
2018-07-04 01:00:00+00:00,2018-07-04T02:00:00Z,PT60M,17.9,0.12,77,0.0,11.9,0,0,0,0,0,0,19.5,68.0,916.5,126,2.2,159
2018-07-04 02:00:00+00:00,2018-07-04T03:00:00Z,PT60M,16.8,0.12,56,0.0,11.5,0,0,0,0,0,0,19.4,71.1,916.6,128,2.1,172
2018-07-04 03:00:00+00:00,2018-07-04T04:00:00Z,PT60M,16.0,0.12,-57,0.0,11.4,0,0,0,0,0,0,19.4,74.3,916.6,131,2.1,172
2018-07-04 04:00:00+00:00,2018-07-04T05:00:00Z,PT60M,15.5,0.12,-77,0.0,11.6,0,0,0,0,0,0,19.5,77.6,916.5,135,2.1,159
2018-07-04 05:00:00+00:00,2018-07-04T06:00:00Z,PT60M,15.0,0.12,-78,0.0,11.8,0,0,0,0,0,0,19.6,81.0,916.4,139,2.2,145
2018-07-04 06:00:00+00:00,2018-07-04T07:00:00Z,PT60M,14.7,0.12,-76,0.0,12.0,0,0,0,0,0,0,19.6,84.0,916.5,140,2.2,131
2018-07-04 07:00:00+00:00,2018-07-04T08:00:00Z,PT60M,14.5,0.12,-74,0.0,12.3,0,0,0,0,0,0,19.5,86.4,916.7,140,2.2,118
2018-07-04 08:00:00+00:00,2018-07-04T09:00:00Z,PT60M,14.3,0.12,-70,0.0,12.5,0,0,0,0,0,0,19.4,88.8,916.8,139,2.3,104
2018-07-04 09:00:00+00:00,2018-07-04T10:00:00Z,PT60M,15.0,0.12,-66,0.5,12.8,8,28,3,10,15,7,19.1,87.0,917.2,134,2.1,91
2018-07-04 10:00:00+00:00,2018-07-04T11:00:00Z,PT60M,16.5,0.12,-60,2.7,13.3,59,381,87,145,214,248,18.6,81.3,917.9,124,1.9,78
2018-07-04 11:00:00+00:00,2018-07-04T12:00:00Z,PT60M,18.0,0.12,-52,0.0,13.7,84,673,268,352,478,677,18.1,76.1,918.6,113,1.8,67
2018-07-04 12:00:00+00:00,2018-07-04T13:00:00Z,PT60M,19.5,0.12,-42,0.0,13.7,92,796,441,533,687,742,17.8,69.2,918.8,98,1.9,56
2018-07-04 13:00:00+00:00,2018-07-04T14:00:00Z,PT60M,21.1,0.12,-28,0.0,13.3,98,848,565,662,831,746,17.8,61.2,918.5,85,2.2,48
2018-07-04 14:00:00+00:00,2018-07-04T15:00:00Z,PT60M,22.6,0.12,-10,1.2,12.9,114,839,606,720,890,733,17.8,54.2,918.2,75,2.5,44
2018-07-04 15:00:00+00:00,2018-07-04T16:00:00Z,PT60M,23.5,0.12,10,13.0,12.5,247,537,386,633,742,644,17.9,50.2,917.8,70,2.8,44
2018-07-04 16:00:00+00:00,2018-07-04T17:00:00Z,PT60M,23.7,0.12,28,7.8,12.1,184,638,426,609,742,674,18.2,48.5,917.3,70,2.9,48
2018-07-04 17:00:00+00:00,2018-07-04T18:00:00Z,PT60M,23.8,0.12,42,15.1,11.8,208,440,239,447,535,580,18.4,46.9,916.8,69,3.0,57
2018-07-04 18:00:00+00:00,2018-07-04T19:00:00Z,PT60M,23.3,0.12,53,15.2,11.7,167,332,130,297,365,479,18.6,48.0,916.6,70,2.9,67
2018-07-04 19:00:00+00:00,2018-07-04T20:00:00Z,PT60M,22.1,0.12,60,22.9,11.9,71,225,52,123,166,194,18.7,52.1,916.7,73,2.7,79
2018-07-04 20:00:00+00:00,2018-07-04T21:00:00Z,PT60M,21.0,0.12,66,1.5,12.0,6,36,3,9,15,5,18.7,56.6,916.8,76,2.5,91
2018-07-04 21:00:00+00:00,2018-07-04T22:00:00Z,PT60M,20.1,0.12,70,0.0,12.2,0,0,0,0,0,0,18.6,60.4,917.1,77,2.3,104
2018-07-04 22:00:00+00:00,2018-07-04T23:00:00Z,PT60M,19.6,0.12,74,0.0,12.5,0,0,0,0,0,0,18.3,63.6,917.5,74,2.2,118
2018-07-04 23:00:00+00:00,2018-07-05T00:00:00Z,PT60M,19.1,0.12,76,0.0,12.8,0,0,0,0,0,0,18.0,66.9,917.9,71,2.1,131
2018-07-05 00:00:00+00:00,2018-07-05T01:00:00Z,PT60M,18.3,0.12,78,0.0,12.8,0,0,0,0,0,0,17.7,69.9,918.1,69,2.0,145
2018-07-05 01:00:00+00:00,2018-07-05T02:00:00Z,PT60M,17.4,0.12,77,0.0,12.5,0,0,0,0,0,0,17.3,72.7,918.0,67,1.9,159
2018-07-05 02:00:00+00:00,2018-07-05T03:00:00Z,PT60M,16.5,0.12,56,0.0,12.2,0,0,0,0,0,0,17.0,75.7,918.0,66,1.9,172
2018-07-05 03:00:00+00:00,2018-07-05T04:00:00Z,PT60M,15.7,0.12,-58,0.0,12.1,0,0,0,0,0,0,16.7,79.1,917.9,65,1.9,172
2018-07-05 04:00:00+00:00,2018-07-05T05:00:00Z,PT60M,14.9,0.12,-77,0.0,12.1,0,0,0,0,0,0,16.5,83.1,917.8,65,1.9,159
2018-07-05 05:00:00+00:00,2018-07-05T06:00:00Z,PT60M,14.2,0.12,-78,0.0,12.1,0,0,0,0,0,0,16.4,87.3,917.7,65,1.9,145
2018-07-05 06:00:00+00:00,2018-07-05T07:00:00Z,PT60M,13.6,0.12,-76,0.0,12.0,0,0,0,0,0,0,16.1,90.5,917.7,65,1.9,131
2018-07-05 07:00:00+00:00,2018-07-05T08:00:00Z,PT60M,13.1,0.12,-74,0.0,11.9,0,0,0,0,0,0,15.8,92.4,917.7,64,1.8,118
2018-07-05 08:00:00+00:00,2018-07-05T09:00:00Z,PT60M,12.6,0.12,-70,0.0,11.8,0,0,0,0,0,0,15.5,94.4,917.7,64,1.8,104
2018-07-05 09:00:00+00:00,2018-07-05T10:00:00Z,PT60M,13.4,0.12,-66,0.6,12.1,7,35,3,11,16,7,15.1,91.5,918.1,62,1.7,91
2018-07-05 10:00:00+00:00,2018-07-05T11:00:00Z,PT60M,15.4,0.12,-60,3.2,12.8,55,423,96,151,226,262,14.6,84.4,919.0,60,1.6,78
2018-07-05 11:00:00+00:00,2018-07-05T12:00:00Z,PT60M,17.4,0.12,-52,0.0,13.5,76,714,284,360,492,701,14.2,78.0,919.9,58,1.5,67
2018-07-05 12:00:00+00:00,2018-07-05T13:00:00Z,PT60M,19.1,0.12,-42,0.0,13.6,84,825,457,542,699,757,14.1,70.3,920.1,53,1.6,56
2018-07-05 13:00:00+00:00,2018-07-05T14:00:00Z,PT60M,20.5,0.12,-28,1.3,12.9,104,839,557,662,827,746,14.3,61.9,919.8,47,1.8,48
2018-07-05 14:00:00+00:00,2018-07-05T15:00:00Z,PT60M,21.9,0.12,-10,16.2,12.3,242,519,376,618,719,625,14.5,54.5,919.5,43,2.1,44
2018-07-05 15:00:00+00:00,2018-07-05T16:00:00Z,PT60M,22.8,0.12,10,7.2,11.9,189,684,495,684,828,694,14.7,50.2,919.1,42,2.2,44
2018-07-05 16:00:00+00:00,2018-07-05T17:00:00Z,PT60M,23.1,0.12,28,22.6,11.6,321,296,194,515,579,555,15.0,48.3,918.4,44,2.0,48
2018-07-05 17:00:00+00:00,2018-07-05T18:00:00Z,PT60M,23.4,0.12,42,15.5,11.3,231,407,222,452,539,583,15.3,46.6,917.8,46,1.9,57
2018-07-05 18:00:00+00:00,2018-07-05T19:00:00Z,PT60M,22.9,0.12,53,15.2,11.3,165,352,139,304,376,494,15.4,48.1,917.6,51,1.8,67
2018-07-05 19:00:00+00:00,2018-07-05T20:00:00Z,PT60M,21.4,0.12,60,7.4,11.6,60,378,85,145,212,244,15.3,53.3,917.7,58,1.9,79
2018-07-05 20:00:00+00:00,2018-07-05T21:00:00Z,PT60M,20.0,0.12,66,0.3,11.8,6,47,4,11,18,5,15.3,59.1,917.8,64,2.0,91
2018-07-05 21:00:00+00:00,2018-07-05T22:00:00Z,PT60M,19.0,0.12,70,0.0,12.2,0,0,0,0,0,0,15.4,64.7,918.0,66,2.1,104
2018-07-05 22:00:00+00:00,2018-07-05T23:00:00Z,PT60M,18.3,0.12,74,0.0,12.7,0,0,0,0,0,0,15.7,69.9,918.5,64,2.3,118
2018-07-05 23:00:00+00:00,2018-07-06T00:00:00Z,PT60M,17.6,0.12,77,0.0,13.2,0,0,0,0,0,0,15.9,75.5,918.9,62,2.4,131
2018-07-06 00:00:00+00:00,2018-07-06T01:00:00Z,PT60M,16.8,0.12,78,0.0,13.3,0,0,0,0,0,0,15.8,79.9,919.1,60,2.4,145
2018-07-06 01:00:00+00:00,2018-07-06T02:00:00Z,PT60M,15.7,0.12,78,0.0,12.8,0,0,0,0,0,0,15.3,82.9,919.1,57,2.2,159
2018-07-06 02:00:00+00:00,2018-07-06T03:00:00Z,PT60M,14.7,0.12,57,0.0,12.4,0,0,0,0,0,0,14.8,86.1,919.1,53,2.0,172
2018-07-06 03:00:00+00:00,2018-07-06T04:00:00Z,PT60M,13.9,0.12,-58,0.0,12.1,0,0,0,0,0,0,14.3,88.8,918.9,52,2.0,172
2018-07-06 04:00:00+00:00,2018-07-06T05:00:00Z,PT60M,13.3,0.12,-78,0.0,11.8,0,0,0,0,0,0,13.8,90.9,918.6,52,2.0,159
2018-07-06 05:00:00+00:00,2018-07-06T06:00:00Z,PT60M,12.7,0.12,-78,0.0,11.6,0,0,0,0,0,0,13.3,93.1,918.3,52,2.1,145
2018-07-06 06:00:00+00:00,2018-07-06T07:00:00Z,PT60M,12.2,0.12,-77,0.0,11.3,0,0,0,0,0,0,12.8,94.4,918.2,55,2.1,131
2018-07-06 07:00:00+00:00,2018-07-06T08:00:00Z,PT60M,11.8,0.12,-74,0.0,11.0,0,0,0,0,0,0,12.4,94.8,918.3,60,2.0,118
2018-07-06 08:00:00+00:00,2018-07-06T09:00:00Z,PT60M,11.5,0.12,-70,0.0,10.8,0,0,0,0,0,0,12.1,95.2,918.3,66,2.0,104
2018-07-06 09:00:00+00:00,2018-07-06T10:00:00Z,PT60M,12.3,0.12,-66,0.3,11.0,6,61,6,12,22,5,11.8,91.7,918.7,70,1.7,91
2018-07-06 10:00:00+00:00,2018-07-06T11:00:00Z,PT60M,14.3,0.12,-60,1.5,11.8,45,538,116,161,255,281,11.6,84.9,919.4,74,1.2,78
2018-07-06 11:00:00+00:00,2018-07-06T12:00:00Z,PT60M,16.3,0.12,-53,0.0,12.6,63,773,307,370,509,732,11.5,78.7,920.1,82,0.8,67
2018-07-06 12:00:00+00:00,2018-07-06T13:00:00Z,PT60M,18.2,0.12,-42,0.0,12.6,70,867,481,552,714,774,11.5,69.9,920.4,91,0.7,56
2018-07-06 13:00:00+00:00,2018-07-06T14:00:00Z,PT60M,20.1,0.12,-28,0.0,11.9,76,909,606,682,858,770,11.6,59.5,920.1,94,0.8,48
2018-07-06 14:00:00+00:00,2018-07-06T15:00:00Z,PT60M,21.9,0.12,-10,0.0,11.2,80,924,670,750,932,763,11.7,50.8,919.8,95,0.9,44
2018-07-06 15:00:00+00:00,2018-07-06T16:00:00Z,PT60M,23.0,0.12,10,4.4,10.6,149,781,566,715,877,726,11.9,45.5,919.3,99,1.2,44
2018-07-06 16:00:00+00:00,2018-07-06T17:00:00Z,PT60M,23.5,0.12,28,10.8,10.0,224,572,381,605,731,670,12.1,42.7,918.6,104,1.4,48
2018-07-06 17:00:00+00:00,2018-07-06T18:00:00Z,PT60M,23.9,0.12,42,13.7,9.5,215,462,256,472,572,613,12.3,40.1,917.9,107,1.7,56
2018-07-06 18:00:00+00:00,2018-07-06T19:00:00Z,PT60M,23.2,0.12,53,13.0,9.4,152,423,166,318,403,546,12.4,41.3,917.6,105,1.9,67
2018-07-06 19:00:00+00:00,2018-07-06T20:00:00Z,PT60M,21.6,0.12,60,8.7,9.7,62,377,85,148,216,248,12.5,46.7,917.5,99,2.0,79
2018-07-06 20:00:00+00:00,2018-07-06T21:00:00Z,PT60M,19.9,0.12,66,0.3,10.0,6,56,5,11,20,5,12.6,52.9,917.4,93,2.1,91
2018-07-06 21:00:00+00:00,2018-07-06T22:00:00Z,PT60M,18.8,0.12,71,0.0,10.5,0,0,0,0,0,0,12.6,58.2,917.6,88,2.2,104
2018-07-06 22:00:00+00:00,2018-07-06T23:00:00Z,PT60M,18.3,0.12,74,0.0,11.0,0,0,0,0,0,0,12.7,62.3,918.1,84,2.4,118
2018-07-06 23:00:00+00:00,2018-07-07T00:00:00Z,PT60M,17.8,0.12,77,0.0,11.4,0,0,0,0,0,0,12.8,66.6,918.6,81,2.6,131
2018-07-07 00:00:00+00:00,2018-07-07T01:00:00Z,PT60M,16.9,0.12,78,0.0,11.5,0,0,0,0,0,0,12.8,70.6,918.8,78,2.5,145
2018-07-07 01:00:00+00:00,2018-07-07T02:00:00Z,PT60M,15.6,0.12,78,0.0,11.1,0,0,0,0,0,0,12.8,74.4,918.9,76,2.3,159
2018-07-07 02:00:00+00:00,2018-07-07T03:00:00Z,PT60M,14.4,0.12,58,0.0,10.7,0,0,0,0,0,0,12.8,78.4,918.9,73,2.0,172
2018-07-07 03:00:00+00:00,2018-07-07T04:00:00Z,PT60M,13.5,0.12,-59,0.0,10.5,0,0,0,0,0,0,12.7,81.6,918.7,71,1.9,172
2018-07-07 04:00:00+00:00,2018-07-07T05:00:00Z,PT60M,13.0,0.12,-78,0.0,10.3,0,0,0,0,0,0,12.5,84.0,918.4,69,1.9,159
2018-07-07 05:00:00+00:00,2018-07-07T06:00:00Z,PT60M,12.5,0.12,-78,0.0,10.2,0,0,0,0,0,0,12.4,86.4,918.1,67,2.0,145
2018-07-07 06:00:00+00:00,2018-07-07T07:00:00Z,PT60M,12.0,0.12,-77,0.0,10.1,0,0,0,0,0,0,12.2,88.5,918.0,66,2.0,131
2018-07-07 07:00:00+00:00,2018-07-07T08:00:00Z,PT60M,11.5,0.12,-74,0.0,9.9,0,0,0,0,0,0,11.9,90.2,917.9,65,2.0,118
2018-07-07 08:00:00+00:00,2018-07-07T09:00:00Z,PT60M,11.0,0.12,-71,0.0,9.8,0,0,0,0,0,0,11.6,92.0,917.9,65,2.1,104
2018-07-07 09:00:00+00:00,2018-07-07T10:00:00Z,PT60M,11.9,0.12,-66,0.4,10.1,7,59,5,12,21,5,11.3,89.0,918.1,64,2.0,91
2018-07-07 10:00:00+00:00,2018-07-07T11:00:00Z,PT60M,13.9,0.12,-60,2.3,10.9,44,534,117,162,254,286,10.8,82.1,918.6,62,1.8,78
2018-07-07 11:00:00+00:00,2018-07-07T12:00:00Z,PT60M,16.0,0.12,-53,0.0,11.7,59,789,314,373,514,741,10.3,75.7,919.0,60,1.6,67
2018-07-07 12:00:00+00:00,2018-07-07T13:00:00Z,PT60M,17.8,0.12,-42,0.0,11.8,66,880,489,555,719,781,10.2,67.8,919.1,54,1.7,56
2018-07-07 13:00:00+00:00,2018-07-07T14:00:00Z,PT60M,19.4,0.12,-28,0.0,11.1,71,922,616,687,864,776,10.3,59.0,918.8,46,1.9,48
2018-07-07 14:00:00+00:00,2018-07-07T15:00:00Z,PT60M,20.9,0.12,-10,0.0,10.5,73,940,682,755,939,768,10.4,51.4,918.6,40,2.3,43
2018-07-07 15:00:00+00:00,2018-07-07T16:00:00Z,PT60M,21.9,0.12,10,5.7,9.9,161,759,551,712,871,723,10.5,46.4,918.2,35,2.4,43
2018-07-07 16:00:00+00:00,2018-07-07T17:00:00Z,PT60M,22.4,0.12,28,11.0,9.4,219,585,391,610,737,675,10.7,43.5,917.6,29,2.4,48
2018-07-07 17:00:00+00:00,2018-07-07T18:00:00Z,PT60M,22.9,0.12,42,13.7,8.9,209,482,268,477,580,622,10.9,40.9,917.1,22,2.4,56
2018-07-07 18:00:00+00:00,2018-07-07T19:00:00Z,PT60M,22.3,0.12,53,13.6,8.7,151,426,169,320,406,551,11.0,41.8,916.8,21,2.4,67
2018-07-07 19:00:00+00:00,2018-07-07T20:00:00Z,PT60M,20.7,0.12,60,13.1,8.8,74,306,70,143,200,232,11.1,46.5,916.8,24,2.3,79
2018-07-07 20:00:00+00:00,2018-07-07T21:00:00Z,PT60M,19.1,0.12,66,2.3,8.9,8,36,3,11,17,7,11.1,51.8,916.8,28,2.2,91
2018-07-07 21:00:00+00:00,2018-07-07T22:00:00Z,PT60M,18.0,0.12,71,0.0,9.3,0,0,0,0,0,0,11.2,57.0,917.0,32,2.4,104
2018-07-07 22:00:00+00:00,2018-07-07T23:00:00Z,PT60M,17.3,0.12,74,0.0,10.0,0,0,0,0,0,0,11.5,62.1,917.3,35,2.8,118
2018-07-07 23:00:00+00:00,2018-07-08T00:00:00Z,PT60M,16.7,0.12,77,0.0,10.7,0,0,0,0,0,0,11.7,67.5,917.6,38,3.1,131
2018-07-08 00:00:00+00:00,2018-07-08T01:00:00Z,PT60M,15.9,0.12,79,0.0,10.8,0,0,0,0,0,0,11.9,72.1,917.7,39,3.2,145
2018-07-08 01:00:00+00:00,2018-07-08T02:00:00Z,PT60M,14.8,0.12,78,0.0,10.5,0,0,0,0,0,0,12.1,75.5,917.8,39,2.9,159
2018-07-08 02:00:00+00:00,2018-07-08T03:00:00Z,PT60M,13.7,0.12,59,0.0,10.2,0,0,0,0,0,0,12.3,79.1,917.8,39,2.7,172
2018-07-08 03:00:00+00:00,2018-07-08T04:00:00Z,PT60M,12.9,0.12,-59,0.0,10.0,0,0,0,0,0,0,12.5,82.3,917.7,38,2.6,172
2018-07-08 04:00:00+00:00,2018-07-08T05:00:00Z,PT60M,12.4,0.12,-78,0.0,9.9,0,0,0,0,0,0,12.8,85.0,917.6,38,2.5,159
2018-07-08 05:00:00+00:00,2018-07-08T06:00:00Z,PT60M,11.9,0.12,-79,0.0,9.9,0,0,0,0,0,0,13.0,87.9,917.5,37,2.5,145
2018-07-08 06:00:00+00:00,2018-07-08T07:00:00Z,PT60M,11.4,0.12,-77,0.0,9.8,0,0,0,0,0,0,13.1,89.9,917.4,36,2.5,131
2018-07-08 07:00:00+00:00,2018-07-08T08:00:00Z,PT60M,11.1,0.12,-74,0.0,9.7,0,0,0,0,0,0,13.2,91.1,917.3,33,2.5,118
2018-07-08 08:00:00+00:00,2018-07-08T09:00:00Z,PT60M,10.8,0.12,-71,0.0,9.6,0,0,0,0,0,0,13.2,92.3,917.3,31,2.4,104
2018-07-08 09:00:00+00:00,2018-07-08T10:00:00Z,PT60M,11.8,0.12,-66,0.4,9.9,6,61,6,12,22,5,13.0,88.3,917.5,25,2.2,91
2018-07-08 10:00:00+00:00,2018-07-08T11:00:00Z,PT60M,14.2,0.12,-60,2.3,10.8,43,538,118,161,253,287,12.6,80.2,918.0,13,1.7,78
2018-07-08 11:00:00+00:00,2018-07-08T12:00:00Z,PT60M,16.5,0.12,-53,0.0,11.7,58,787,313,371,511,738,12.2,72.9,918.5,354,1.4,67
2018-07-08 12:00:00+00:00,2018-07-08T13:00:00Z,PT60M,18.7,0.12,-42,0.0,11.7,67,872,485,552,714,776,12.1,63.7,918.5,328,1.5,56
2018-07-08 13:00:00+00:00,2018-07-08T14:00:00Z,PT60M,20.7,0.12,-28,0.0,10.9,73,912,609,683,858,772,12.4,53.5,918.2,307,1.9,48
2018-07-08 14:00:00+00:00,2018-07-08T15:00:00Z,PT60M,22.7,0.12,-10,0.0,10.2,76,929,675,751,932,764,12.6,45.0,917.9,295,2.5,43
2018-07-08 15:00:00+00:00,2018-07-08T16:00:00Z,PT60M,23.9,0.12,10,4.0,9.6,136,804,585,721,885,732,12.8,40.3,917.4,288,2.8,43
2018-07-08 16:00:00+00:00,2018-07-08T17:00:00Z,PT60M,24.5,0.12,28,10.3,9.3,212,596,399,611,740,677,13.0,38.2,916.8,283,3.0,48
2018-07-08 17:00:00+00:00,2018-07-08T18:00:00Z,PT60M,24.9,0.12,42,13.5,9.0,208,480,268,476,579,620,13.2,36.3,916.2,278,3.1,56
2018-07-08 18:00:00+00:00,2018-07-08T19:00:00Z,PT60M,24.5,0.12,53,13.8,9.0,153,415,165,318,402,544,13.3,37.3,915.9,274,3.1,67
2018-07-08 19:00:00+00:00,2018-07-08T20:00:00Z,PT60M,23.1,0.12,60,11.9,9.3,75,317,69,143,202,224,13.4,41.4,916.0,271,2.8,78
2018-07-08 20:00:00+00:00,2018-07-08T21:00:00Z,PT60M,21.7,0.12,66,0.4,9.6,7,64,6,12,22,6,13.5,46.0,916.1,267,2.6,91
2018-07-08 21:00:00+00:00,2018-07-08T22:00:00Z,PT60M,20.7,0.12,71,0.0,10.0,0,0,0,0,0,0,13.7,50.2,916.3,263,2.3,104
2018-07-08 22:00:00+00:00,2018-07-08T23:00:00Z,PT60M,20.1,0.12,74,0.0,10.5,0,0,0,0,0,0,14.2,53.8,916.7,257,1.9,118
2018-07-08 23:00:00+00:00,2018-07-09T00:00:00Z,PT60M,19.5,0.12,77,0.0,11.0,0,0,0,0,0,0,14.6,57.8,917.1,248,1.6,131
2018-07-09 00:00:00+00:00,2018-07-09T01:00:00Z,PT60M,18.4,0.12,79,0.0,11.0,0,0,0,0,0,0,14.8,62.3,917.3,240,1.5,145
2018-07-09 01:00:00+00:00,2018-07-09T02:00:00Z,PT60M,16.8,0.12,78,0.0,10.7,0,0,0,0,0,0,14.9,67.5,917.2,238,1.6,159
2018-07-09 02:00:00+00:00,2018-07-09T03:00:00Z,PT60M,15.2,0.12,60,0.0,10.4,0,0,0,0,0,0,15.0,73.3,917.2,235,1.7,172
2018-07-09 03:00:00+00:00,2018-07-09T04:00:00Z,PT60M,14.1,0.12,-60,0.0,10.3,0,0,0,0,0,0,15.0,77.6,917.1,232,1.7,172
2018-07-09 04:00:00+00:00,2018-07-09T05:00:00Z,PT60M,13.6,0.12,-78,0.0,10.2,0,0,0,0,0,0,15.0,79.9,916.8,226,1.6,159
